entire,campus,number,class_,seperate,major,class_name,prof,time,place
법학전문대학원(관),서울,JURA206,00,전공선택,법학전문대학원,형사소송법,류경은,3(3),화(1) 법학관신관 501호 목(1) 법학관신관 501호
KU-KIST융합대학원(관),서울,KMCE104,00,전공선택,메디컬융합공학융합전공,융합과제설계:심화(영강),임동권,3(6),토(1-5) RnD센터 535호
정보보호학부,서울,CYDF185,00,전공필수,사이버국방학과,과목3,황석중,2(2),목(2-3) 로봇융합관 201호
정보대학,서울,BNCS301,00,전공필수,뇌인지과학융합전공,뇌및인지과학개론(영강),곽지현,3(3),화(5) 정보통신관 B101호 목(5) 정보통신관 B101호
정보대학,서울,STEP410,00,전공필수,소프트웨어벤처융합전공,현장실습V,유승욱,3(0),
정보대학,서울,COSE211,01,전공선택,컴퓨터학과,이산수학(영강),김정현,3(3),월(2) 애기능생활관 302호 수(2) 애기능생활관 302호
정경대학,서울,PAPP203,00,전공선택,행정학과,정책학,김두래,3(3),월(1) 정경관 503호 수(1) 정경관 503호
정경대학,서울,STAT180,01,전공선택,통계학과,통계계산소프트웨어,오찬욱 ,3(3),월(5) 정경관 206호 수(5) 정경관 206호
정보대학,서울,ISEC401,00,전공선택,정보보호 융합전공,고급해킹실습(영강),신영주,3(6),금(5-9) 
정경대학,서울,POLI211,00,전공선택,정치외교학과,한국정치사상,박홍규,3(3),화(6-8) 정경관 503호
이과대학,서울,MATH203,01,전공선택,수학과,이산수학(영강) ?,이동헌,3(3),월(5) 하나과학관 지하 207호 수(5) 하나과학관 지하 207호
이과대학,서울,CHEM201,00,전공필수,화학과,물리화학Ⅰ,곽경원,3(3),월(6) 아산이학관 535호 수(6) 아산이학관 535호
정경대학,서울,ECON171,01,전공필수,경제학과,경제원론I ?,박만섭,3(3),화(2) 본교대강당103(한국일보홀) 목(2) 본교대강당103(한국일보홀)
이과대학,서울,EAES201,00,전공필수,지구환경과학과,지구물질과학,김형수 이선용,3(4),월(2) 하나과학관 지하 219호 수(2) 하나과학관 지하 219호
이과대학,서울,PHYS203,01,전공필수,물리학과,전자물리학및실험(영강),강세종,3(5),월(6) 아산이학관 432호 월(7-9) 하나과학관 708호
정경대학,서울,FNEG211,00,전공선택,금융공학융합전공,사회과학도를위한계량금융,김상권,3(3),금(1-2) 정경관 101호
의과대학,서울,MEDI103,00,전공필수,의학과,생화학Ⅱ,박석인 박길홍손정원 박윤규김명곤 이경미김태우 김현경,3(4),의대 제1강의실
의과대학,서울,PMED165,00,전공필수,의예과,의과학연구기초Ⅰ,한기훈 정상택선웅 김태우박용두 박해철박성환 박만성이동민 김경미김현경 정용택최정민 전옥희,1(1),금(2-3) 의대 제3강의실
심리학부,서울,PSYC201,00,전공필수,심리학부,심리학의기초I,조양석,3(3),월(7-8) 법학관구관 B101호 수(7-8) 법학관구관 B101호
생명과학대학,서울,LESF403,00,전공필수,생태조경융합전공,조경디자인스튜디오및실습,강한솔,3(4),화(5-7) 생명과학관(서관) L102호
생명과학대학,서울,PMP301,00,전공선택,의과학융합전공,연구지도I,윤철원,1(3),금(7-9) 하나과학관 307호
간호대학,서울,NRSG265,01,전공선택,간호학과,기본간호학실습I,장성옥,1(2),목(5-6) 우정간호학관 101호
간호대학,서울,NRSG265,02,전공선택,간호학과,기본간호학실습I,박원희,1(2),금(3-4) 우정간호학관 101호
간호대학,서울,NRSG265,03,전공선택,간호학과,기본간호학실습I,박원희,1(2),금(6-7) 우정간호학관 101호
간호대학,서울,NRSG272,00,전공필수,간호학과,"성인간호학I 목 09:30~10:55
금 13:30~14:55",신나미 박수경,3(3),목(1) 우정간호학관 201호 금(4-5) 우정간호학관 201호
간호대학,서울,NRSG274,00,전공선택,간호학과,"성인간호학II 화 13:30~15:10
수 13:00~14:10",신나미 김경해,3(3),화(4-5) 우정간호학관 201호 수(4) 우정간호학관 201호
간호대학,서울,NRSG275,00,전공선택,간호학과,"성인간호학III 화 15:30~16:30
수 14:20~16:15",박수경 김성렬,3(3),화(6) 우정간호학관 201호 수(5-6) 우정간호학관 201호
간호대학,서울,NRSG286,01,전공선택,간호학과,성인간호학실습II,김성렬,2(6),
간호대학,서울,NRSG286,02,전공선택,간호학과,성인간호학실습II,박수경,2(6),
간호대학,서울,NRSG286,03,전공선택,간호학과,성인간호학실습II,김경해,2(6),
윤리와사상,서울,GECE102,00,교양,교양교육원,도덕철학의문제들,성창원,3(3),월(3-4) 교양관 103호 수(3-4) 교양관 103호
윤리와사상,서울,GECE105,00,교양,교양교육원,법철학과유가사상,김기창,3(3),월(5) 교양관 105호 수(5) 교양관 105호
윤리와사상,서울,GECE108,01,교양,교양교육원,라이프아카데미Ⅰ,김혜령,3(6),금(1-5) 교양관 103호
윤리와사상,서울,GECE108,02,교양,교양교육원,라이프아카데미Ⅰ,장미정,3(6),금(1-5) 교양관 105호
세계의문화,서울,GEFC091,00,교양,교양교육원,종교와영화 ?,박종천,3(3),월(2) 교양관 602호 수(2) 교양관 602호
세계의문화,서울,GEFC099,00,교양,교양교육원,일본의문화콘텐츠와전통문화,엄인경,3(3),월(1) 교양관 103호 수(1) 교양관 103호
세계의문화,서울,GEFC100,00,교양,교양교육원,번역을통해본근대동아시아문화의형성,김효순,3(3),화(6) 교양관 103호 목(6) 교양관 103호
세계의문화,서울,GEFC101,00,교양,교양교육원,언어와문명:세계의언어문명사 (절대평가로 변경될 예정),김성도,3(3),월(5) 교양관 202호 수(5) 교양관 202호
선택교양,서울,CHIN105,00,교양,중어중문학과,중국문학산책,안예선,3(3),화(7-8) 서관 401호 목(7-8) 서관 401호
선택교양,서울,CHIN106,00,교양,중어중문학과,시사중국어(외국어강의),조현주,3(3),화(2) 서관 404호 목(2) 교육관 102호
선택교양,서울,CHIN107,00,교양,중어중문학과,영상중국어(외국어강의),조영경,3(3),화(5) 교육관 309호 목(5) 서관 314A호
선택교양,서울,CHIN108,00,교양,중어중문학과,실용중국어작문(외국어강의),WU XIAOLI,3(3),월(3-4) 서관 202호 수(3-4) 서관 202호
선택교양,서울,CHIN109,01,교양,중어중문학과,비즈니스중국어(외국어강의),노혜정,3(3),화(3-4) 교양관 413호 목(3-4) 교양관 413호
선택교양,서울,CHIN109,02,교양,중어중문학과,비즈니스중국어(외국어강의),노혜정,3(3),월(7-8) 교양관 315호 수(7-8) 교양관 315호
선택교양,서울,CHIN109,03,교양,중어중문학과,비즈니스중국어(외국어강의),윤순일,3(3),월(6) 서관 402호 수(6) 법학관구관 B101호
선택교양,서울,CHIN109,04,교양,중어중문학과,비즈니스중국어(외국어강의),조은정,3(3),수(3-4) 교양관 208호 금(3-4) 교양관 208호
선택교양,서울,CHIN120,00,교양,중어중문학과,중국어번역연습,김영민,3(3),월(7-8) 교양관 209호 수(7-8) 교양관 209호
선택교양,서울,COLA402,00,교양,문과대학,데이터인문학,홍정하,3(3),화(7-8) 서관 224A호 목(7-8) 서관 224A호
정량적사고,서울,GEQR074,00,교양,교양교육원,서양음악의과학적이해(영강),정재호,3(3),월(5) 교양관 103호 수(5) 교양관 103호
선택교양(기초과학),서울,CHEM150,03,교양,화학과,"일반화학및연습(영강) 산업경영공학부('21학번)
CHEM150 미이수 및 재수강",서병일,3(3),화(2) 아산이학관 330호 목(2) 아산이학관 330호
선택교양(기초과학),서울,CHEM150,04,교양,화학과,일반화학및연습 바이오의공학부(‘21학번),김학중,3(3),화(5) 아산이학관 330호 목(5) 아산이학관 330호
선택교양(기초과학),서울,CHEM151,01,교양,화학과,"일반화학및연습Ⅰ 수학(‘21학번), 물리(‘21학번),  지구환경(‘21학번)
CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구환경, 화공생명)",박성남,3(3),월(2) 아산이학관 330호 수(2) 아산이학관 330호
선택교양(기초과학),서울,CHEM151,02,교양,화학과,일반화학및연습Ⅰ 화학(‘21학번),이상원,3(3),월(2) 아산이학관 331호 수(2) 아산이학관 331호
선택교양(기초과학),서울,CHEM151,03,교양,화학과,"일반화학및연습Ⅰ(영강) 화공생명(‘21학번)
CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구환경, 화공생명)",정광섭,3(3),화(5) 아산이학관 633호 목(5) 아산이학관 633호
선택교양(기초과학),서울,CHEM151,04,교양,화학과,일반화학및연습Ⅰ 신소재(‘21학번) (1-75),이광렬,3(3),월(2) 아산이학관 230호 수(2) 아산이학관 230호
선택교양(기초과학),서울,CHEM151,05,교양,화학과,일반화학및연습Ⅰ 신소재(‘21학번) (76-끝),천철홍,3(3),월(5) 아산이학관 330호 수(5) 아산이학관 330호
선택교양(기초과학),서울,CHEM151,06,교양,화학과,"일반화학및연습Ⅰ 전기전자(‘21학번), (901-1008)",김준곤,3(3),화(2) 아산이학관 331호 목(2) 아산이학관 331호
선택교양(기초과학),서울,CHEM151,07,교양,화학과,"일반화학및연습Ⅰ 전기전자(‘21학번), (1009-끝), CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구, 화공생명제외)",권영완,3(3),화(2) 아산이학관 633호 목(2) 아산이학관 633호
선택교양(기초과학),서울,CHEM151,08,교양,화학과,일반화학및연습Ⅰ(영강) 건축사회환경(‘21학번),진경석,3(3),화(1) 아산이학관 330호 목(1) 아산이학관 330호
역사의탐구,서울,GEHI034,00,교양,교양교육원,인물로보는한국사,박현숙,3(3),화(5) 교양관 202호 목(5) 교양관 202호
역사의탐구,서울,GEHI041,00,교양,교양교육원,환경문명사,서태열,3(3),월(6) 교육관 203호 수(6) 교육관 203호
역사의탐구,서울,GEHI051,00,교양,교양교육원,라틴아메리카의생성과확장,이재학,3(3),화(6) 교양관 209호 목(6) 교양관 209호
역사의탐구,서울,GEHI084,00,교양,교양교육원,대운하를통해본중국의정치경제사 ?,조영헌,3(3),금(6-8) 
역사의탐구,서울,GEHI086,00,교양,교양교육원,근대조선과세계-‘변방’에서‘중심’으로,최덕수,3(3),화(6) 교양관 602호 목(6) 교양관 602호
역사의탐구,서울,GEHI089,00,교양,교양교육원,도시로보는중국사,윤형진,3(3),화(5) 교양관 602호 목(5) 교양관 602호
역사의탐구,서울,GEHI092,00,교양,교양교육원,한국문화론의재검토,김문용,3(3),화(2) 교양관 403호 목(2) 교양관 403호
자유정의진리,서울,GELI001,1B,교양,교양교육원,자유정의진리Ⅰ,정상원,3(3),월(2) 교양관 405호 수(2) 교양관 405호
자유정의진리,서울,GELI001,1C,교양,교양교육원,자유정의진리Ⅰ,김한신,3(3),월(3-4) 교양관 405호 수(3-4) 교양관 405호
자유정의진리,서울,GELI001,1D,교양,교양교육원,자유정의진리Ⅰ,김한신,3(3),월(5) 교양관 405호 수(5) 교양관 405호
자유정의진리,서울,GELI001,1E,교양,교양교육원,자유정의진리Ⅰ,김학찬,3(3),월(6) 교양관 405호 수(6) 교양관 405호
자유정의진리,서울,GELI001,1F,교양,교양교육원,자유정의진리Ⅰ,김학찬,3(3),월(7) 교양관 405호 수(7) 교양관 405호
자유정의진리,서울,GELI001,1G,교양,교양교육원,자유정의진리Ⅰ,안성진,3(3),화(1) 교양관 405호 목(1) 교양관 405호
자유정의진리,서울,GELI001,1H,교양,교양교육원,자유정의진리Ⅰ,안성진,3(3),화(2) 교양관 405호 목(2) 교양관 405호
자유정의진리,서울,GELI001,1I,교양,교양교육원,자유정의진리Ⅰ,오연경,3(3),화(3-4) 교양관 405호 목(3-4) 교양관 405호
자유정의진리,서울,GELI001,1J,교양,교양교육원,자유정의진리Ⅰ,오연경,3(3),화(5) 교양관 405호 목(5) 교양관 405호
자유정의진리,서울,GELI001,1K,교양,교양교육원,자유정의진리Ⅰ,강동원,3(3),화(6) 교양관 405호 목(6) 교양관 405호
선택교양(외국어),서울,CHIN103,02,교양,중어중문학과,교양중국어Ⅰ(외국어강의),홍소영,3(5),월(3-4) 교양관 207호 화(2) 교양관 207호
선택교양(외국어),서울,CHIN103,03,교양,중어중문학과,교양중국어Ⅰ(외국어강의),손유디,3(5),화(1) 미디어관 309호 수(3-4) 미디어관 309호
선택교양(외국어),서울,CHIN103,04,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김은주,3(5),월(5) 서관 223호 화(3-4) 서관 403호
선택교양(외국어),서울,CHIN103,05,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김미라,3(5),화(3-4) 교양관 208호 수(1) 교양관 208호
선택교양(외국어),서울,CHIN103,06,교양,중어중문학과,교양중국어Ⅰ(외국어강의),권혜진,3(5),월(2) 교양관 302호 수(2) 교육관 308호
선택교양(외국어),서울,CHIN103,07,교양,중어중문학과,교양중국어Ⅰ(외국어강의),노선아,3(5),월(1) 미디어관 410호 수(1) 미디어관 410호
선택교양(외국어),서울,CHIN103,08,교양,중어중문학과,교양중국어Ⅰ(외국어강의) 수5교시 강의실: SK미래관 504호,정지수,3(5),월(5) 서관 224A호 화(7-8) 서관 132호
선택교양(외국어),서울,CHIN103,09,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김선,3(5),월(5) 서관 404호 수(5) 정경관 508호
선택교양(외국어),서울,CHIN103,10,교양,중어중문학과,교양중국어Ⅰ(외국어강의),최수경,3(5),월(1) 교양관 310호 화(7-8) 교양관 310호
선택교양(외국어),서울,CHIN103,11,교양,중어중문학과,교양중국어Ⅰ(외국어강의),조경환,3(5),화(2) 정경관 509A호 목(2) 정경관 509A호
사회의이해,서울,GESO108,00,교양,교양교육원,일본과동아시아,서승원,3(3),월(6) 교양관 209호 수(6) 교양관 209호
사회의이해,서울,GESO119,00,교양,교양교육원,현대사회와고등교육,변기용,3(3),월(6) 교양관 105호 수(6) 교양관 105호
사회의이해,서울,GESO120,00,교양,교양교육원,동아시아공동체,박홍규,3(3),화(2) 교양관 103호 목(2) 교양관 103호
사회의이해,서울,GESO143,00,교양,교양교육원,중국의대외정책과동아시아국제관계,이정남,3(3),화(5) 교양관 103호 목(5) 교양관 103호
사회의이해,서울,GESO146,00,교양,교양교육원,글로벌시대와‘세계시민’의로고스 책임교원 김은기,김은기,3(3),금(6-8) 교양관 605호
사회의이해,서울,GESO148,00,교양,교양교육원,세계화와지역주의,김영근,3(3),월(6) 아산이학관 331호 수(6) 아산이학관 331호
사회의이해,서울,GESO151,00,교양,교양교육원,법학적사고의이해,윤재왕,3(3),화(1) 법학관신관 202호 목(1) 법학관신관 202호
사회의이해,서울,GESO153,00,교양,교양교육원,스트레스관리와감정조절(영강),정지선,3(3),월(5) 교양관 602호 수(5) 교양관 602호
글쓰기,서울,GEWR001,02,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),엄상희,2(3),월(2) 교양관 303호 수(2) 교양관 303호
글쓰기,서울,GEWR001,03,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김영애,2(3),월(2) 교양관 305호 수(2) 교양관 305호
글쓰기,서울,GEWR001,04,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),황정현,2(3),월(3-4) 교양관 303호 수(3-4) 교양관 303호
글쓰기,서울,GEWR001,05,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김혜진,2(3),월(5) 교양관 303호 수(5) 교양관 303호
글쓰기,서울,GEWR001,06,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김혜진,2(3),월(6) 교양관 303호 수(6) 교양관 303호
글쓰기,서울,GEWR001,07,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),유승미,2(3),화(1) 교양관 303호 목(1) 교양관 303호
글쓰기,서울,GEWR001,08,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),유승미,2(3),화(2) 교양관 306호 목(2) 교양관 306호
글쓰기,서울,GEWR001,09,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),박진희,2(3),화(2) 교양관 303호 목(2) 교양관 303호
글쓰기,서울,GEWR001,10,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),박진희,2(3),화(3-4) 교양관 303호 목(3-4) 교양관 303호
글쓰기,서울,GEWR001,11,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),신철규,2(3),화(5) 교양관 303호 목(5) 교양관 303호
문학과예술,서울,GELA053,00,교양,교양교육원,한국시속에살아있는독일문학,김재혁,3(3),월(2) 교양관 103호 수(2) 교양관 103호
문학과예술,서울,GELA061,00,교양,교양교육원,중남미문학의이해,송상기,3(3),화(2) 교양관 406호 목(2) 교양관 406호
문학과예술,서울,GELA077,00,교양,교양교육원,어떻게영화를읽을것인가,편장완,3(3),금(5-6) 교양관 602호
문학과예술,서울,GELA107,00,교양,교양교육원,한국고전문학과배경사상,장효현,3(3),월(2) 교양관 209호 수(2) 교양관 209호
문학과예술,서울,GELA131,00,교양,교양교육원,한국의젊은시인들 ?,오형엽,3(3),미정
문학과예술,서울,GELA134,00,교양,교양교육원,클래식음악의이해와감상,류경선,3(3),월(5) 교양관 606호 수(5) 교양관 606호
문학과예술,서울,GELA137,00,교양,교양교육원,문학의창으로본베트남,최귀묵,3(3),월(6) 교양관 409호 수(6) 교양관 409호
문학과예술,서울,GELA138,00,교양,교양교육원,사진과탈근대사회,김승현,3(3),월(5) 교양관 605호 수(5) 교양관 605호
문학과예술,서울,GELA140,00,교양,교양교육원,동서양의사랑시,김재혁 김준연손주경 장성현김종훈,3(3),월(6) 본교대강당101(김양현홀) 수(6) 본교대강당101(김양현홀)
문학과예술,서울,GELA141,00,교양,교양교육원,포르투갈어권문화와문학(영강),Sebastian Patron Saade,3(3),화(2) 교양관 605호 목(2) 교양관 605호
ACADEMIC ENGLISH,서울,IFLS011,02,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),월(2) 국제관 412호 수(2) 국제관 412호
ACADEMIC ENGLISH,서울,IFLS011,03,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),월(3) 국제관 112호 수(3) 국제관 112호
ACADEMIC ENGLISH,서울,IFLS011,04,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),월(4) 국제관 511호 수(4) 국제관 511호
ACADEMIC ENGLISH,서울,IFLS011,05,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Paulette M. Hawkins,1(2),월(5) 국제관 412호 수(5) 국제관 412호
ACADEMIC ENGLISH,서울,IFLS011,06,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Paulette M. Hawkins,1(2),월(6) 국제관 412호 수(6) 국제관 412호
ACADEMIC ENGLISH,서울,IFLS011,07,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),화(1) 국제관 512A호 목(1) 국제관 512A호
ACADEMIC ENGLISH,서울,IFLS011,08,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Hanf,1(2),화(2) 국제관 512A호 목(2) 국제관 512A호
ACADEMIC ENGLISH,서울,IFLS011,09,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",David M. Docherty,1(2),화(3) 국제관 217호 목(3) 국제관 217호
ACADEMIC ENGLISH,서울,IFLS011,10,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Declan Flynn,1(2),화(3) 국제관 317호 목(3) 국제관 317호
ACADEMIC ENGLISH,서울,IFLS011,11,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Declan Flynn,1(2),화(4) 국제관 411호 목(4) 국제관 411호
과학과기술,서울,GEST030,00,교양,교양교육원,바이오산업과생명공학기술,김승욱,3(3),월(6) 교양관 605호 수(6) 교양관 605호
과학과기술,서울,GEST045,00,교양,교양교육원,인간과식량,서용원,3(3),화(1) 교양관 105호 목(1) 교양관 105호
과학과기술,서울,GEST065,00,교양,교양교육원,性의과학적이해,고용,3(3),월(5) 교양관 404호 수(5) 교양관 404호
과학과기술,서울,GEST071,00,교양,교양교육원,생활속의생물학,정남현,3(3),월(2) 교양관 605호 수(2) 교양관 605호
과학과기술,서울,GEST078,00,교양,교양교육원,곰팡이와인간,신현동,3(3),월(6) 아산이학관 231호 수(6) 아산이학관 231호
과학과기술,서울,GEST083,00,교양,교양교육원,생명과유전의이해,홍기창,3(3),화(6) 교양관 605호 목(6) 교양관 605호
과학과기술,서울,GEST087,00,교양,교양교육원,생명공학에서바라본인체의신비(영강),김익환,3(3),화(2) 본교대강당101(김양현홀) 목(2) 본교대강당101(김양현홀)
과학과기술,서울,GEST109,00,교양,교양교육원,빛과첨단사고,정지채,3(3),화(1) 교양관 403호 목(1) 교양관 403호
정보보호대학원(관),서울,ITCS302,00,전공선택,융합보안융합전공,해킹과보안,김예준,3(3),화(5-6) 정보통신관 202호
1학년세미나,서울,GEKS005,26,교양,교양교육원,1학년세미나Ⅰ 수학과,허야용,1(1),월(7-8) 아산이학관 535호
1학년세미나,서울,GEKS005,30,교양,교양교육원,1학년세미나Ⅰ 화공생명공학과,조진한,1(1),미정
1학년세미나,서울,GEKS005,36,교양,교양교육원,1학년세미나Ⅰ 전기전자공학부,이재성,1(1),미정
1학년세미나,서울,GEKS005,40,교양,교양교육원,1학년세미나Ⅰ 정보보호학부,김승주,1(1),미정
1학년세미나,서울,GEKS005,59,교양,교양교육원,1학년세미나Ⅰ 스마트보안학부,최진영,1(1),미정
1학년세미나,서울,GEKS005,60,교양,교양교육원,1학년세미나Ⅰ 반도체공학과,박종선,1(1),미정
1학년세미나,서울,GEKS005,A1,교양,교양교육원,1학년세미나Ⅰ,Martin Hemmert,1(1),미정
1학년세미나,서울,GEKS005,A2,교양,교양교육원,1학년세미나Ⅰ,Tony C. Garrett,1(1),미정
1학년세미나,서울,GEKS005,A3,교양,교양교육원,1학년세미나Ⅰ,고병완,1(1),미정
법학전문대학원(관),서울,JURA241,01,전공선택,법학전문대학원,헌법,윤영미,3(3),월(5) 법학관신관 501호 수(5) 법학관신관 501호
법학전문대학원(관),서울,JURA241,02,전공선택,법학전문대학원,헌법,차진아,3(3),화(2) 법학관신관 501호 목(2) 법학관신관 501호
법학전문대학원(관),서울,JURA242,01,전공선택,법학전문대학원,민법 ?,명순구,3(3),
법학전문대학원(관),서울,JURA242,02,전공선택,법학전문대학원,민법,최우진,3(3),화(5) 법학관신관 501호 목(5) 법학관신관 501호
법학전문대학원(관),서울,JURA244,00,전공선택,법학전문대학원,형법,홍영기,3(3),월(1) 법학관신관 201호 수(1) 법학관신관 201호
