Column1,Unnamed: 0,entire,campus,number,class_,seperate,major,class_name,prof,time,place,day1,day2,place1,place2,place1_지번,place2_지번
729,729,사범대학,서울,PHEK263,0,전공필수,체육교육과,운동학습및심리(영강),박진훈,3(3),수(6-8) 교육관 303호,수(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
730,730,사범대학,서울,PHEK265,0,전공선택,체육교육과,체조교수법Ⅰ [장소-화정체육관 체조장],한연숙,1(2),화(1-2) 교육관 406호,화(1-2),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
731,731,사범대학,서울,PHEK266,0,전공선택,체육교육과,테니스교수법 [장소-테니스장],유정인,1(2),수(3-4) 교육관 309호,수(3-4),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
732,732,사범대학,서울,PHEK267,0,전공선택,체육교육과,축구교수법 [장소-화정체육관 녹지운동장],전상완,1(2),수(1-2) 교육관 305호,수(1-2),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
733,733,사범대학,서울,PHEK275,0,전공선택,체육교육과,스포츠영양학,박종훈,3(3),화(6) 교육관 202호 목(6) 교육관 202호,화(6),목(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
734,734,사범대학,서울,GEOG155,0,전공필수,지리교육과,GIS개론(영강) 1학년필수과목,김영호,3(3),월(6) 교육관 102호 수(6) 교육관 102호,월(6),수(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
735,735,사범대학,서울,GEOG171,0,전공선택,지리교육과,야외지리조사I,김영호,0(0),미정,미정,,미정,미정,미정,미정
736,736,사범대학,서울,GEOG201,0,전공필수,지리교육과,지형학,성영배,3(3),월(6) 교육관 403호 수(6) 교육관 403호,월(6),수(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
737,737,사범대학,서울,GEOG207,0,전공필수,지리교육과,한국지리총론,홍금수,3(3),월(5) 교육관 102호 수(5) 교육관 102호,월(5),수(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
738,738,사범대학,서울,GEOG213,0,전공선택,지리교육과,농촌지리학,천종호,3(3),월(7-9) 교육관 407호,월(7-9),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
739,739,사범대학,서울,GEOG271,0,전공선택,지리교육과,야외지리조사III,성영배,0(0),미정,미정,,미정,미정,미정,미정
740,740,사범대학,서울,GEOG305,0,전공필수,지리교육과,문화지리학,홍금수,3(3),화(2) 교육관 202호 목(2) 교육관 202호,화(2),목(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
741,741,사범대학,서울,GEOG307,0,전공선택,지리교육과,세계지리,장규진,3(3),수(7-9) 교육관 406호,수(7-9),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
742,742,사범대학,서울,GEOG347,0,전공필수,지리교육과,지리교과교육론,서태열,3(3),월(2) 교육관 303호 수(2) 교육관 303호,월(2),수(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
743,743,사범대학,서울,GEOG351,0,전공선택,지리교육과,사회지리학,최은영,3(3),목(5-6) 교육관 504호,목(5-6),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
744,744,선택교양(외국어),서울,HANM142,0,교양,한문학과,중급한문,이남면,3(3),화(2) 국제관423 목(2) 국제관423,화(2),목(2),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
745,745,선택교양(외국어),서울,JAPN113,1,교양,일어일문학과,"교양일본어Ⅰ(외국어강의) sk미래관330호
일문과 1학년 우선",노윤선,3(5),월(5)  화(7),월(5),화(7),미정,미정,미정,미정
746,746,선택교양(외국어),서울,JAPN113,2,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,이영호,3(5),화(5)  수(7),화(5),수(7),미정,미정,미정,미정
747,747,선택교양(외국어),서울,JAPN113,3,교양,일어일문학과,교양일본어Ⅰ(외국어강의) 화/목 강의실 : SK미래관 330호,김보현,3(5),화(2)  수(4) 서관 315호,화(2),수(4),서관,미정,서울 성북구 안암동5가 1-2,미정
748,748,선택교양(외국어),서울,JAPN113,4,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,정수진,3(5),월(1)  화(3),월(1),화(3),미정,미정,미정,미정
749,749,선택교양(외국어),서울,JAPN113,5,교양,일어일문학과,교양일본어Ⅰ(외국어강의) sk미래관330호,김욱,3(5),월(2)  화(4),월(2),화(4),미정,미정,미정,미정
750,750,선택교양(외국어),서울,JAPN114,1,교양,일어일문학과,교양일본어Ⅱ(외국어강의) sk미래관330호,김인아,3(5),월(7-8)  수(6),월(7-8),수(6),미정,미정,미정,미정
751,751,선택교양(외국어),서울,JAPN114,2,교양,일어일문학과,교양일본어Ⅱ(외국어강의) sk미래관331호,이가혜,3(5),월(5)  화(7),월(5),화(7),미정,미정,미정,미정
752,752,선택교양(외국어),서울,RUSS131,1,교양,노어노문학과,교양러시아어I(외국어강의) 노문과21학번신입생끝자리홀수학번,김혁 Istomina Ilona,3(5),화(3-4) 교육관 301호 수(7) 교육관 301호,화(3-4),수(7),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
753,753,선택교양(외국어),서울,RUSS131,2,교양,노어노문학과,교양러시아어I(외국어강의) 노문과21학번신입생끝자리짝수학번,Valentina A Bojko 이남경,3(5),화(3-4) 교육관 403호 수(7) 교육관 403호,화(3-4),수(7),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
754,754,선택교양(외국어),서울,RUSS131,3,교양,노어노문학과,교양러시아어I(외국어강의),김혁 Istomina Ilona,3(5),화(1) 교육관 407호 수(3) 교육관 407호,화(1),수(3),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
755,755,사범대학,서울,HISE163,0,전공선택,역사교육과,한국사개론 역사교육과 1학년만 수강 가능,권내현,3(3),화(2) 교육관 305호 목(2) 교육관 305호,화(2),목(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
756,756,사범대학,서울,HISE201,0,전공필수,역사교육과,"한국고대사 역사교육과 학생만 수강 가능 (이중전공포함)
2학년 이상 수강 가능",박현숙,3(3),화(2) 교육관 104호 목(2) 교육관 104호,화(2),목(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
757,757,사범대학,서울,HISE203,0,전공필수,역사교육과,중국고대사,이주현,3(3),금(6-8) 교육관 303호,금(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
758,758,사범대학,서울,HISE208,0,전공필수,역사교육과,서양중세사,홍용진,3(3),월(2) 교육관 201호 수(2) 교육관 201호,월(2),수(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
759,759,사범대학,서울,HISE209,0,전공필수,역사교육과,일본고대사,정순일,3(3),월(5) 교육관 202호 수(5) 교육관 202호,월(5),수(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
760,760,사범대학,서울,HISE305,0,전공필수,역사교육과,한국근세사,권내현,3(3),화(5) 교육관 302호 목(5) 교육관 302호,화(5),목(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
761,761,사범대학,서울,HISE307,0,전공필수,역사교육과,중국근대사,이훈,3(3),월(6) 교육관 202호 수(6) 교육관 202호,월(6),수(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
762,762,사범대학,서울,HISE343,0,전공필수,역사교육과,역사교과교재연구및지도법(세계사I),정순일,3(3),월(7-8) 교육관 202호 수(7-8) 교육관 202호,월(7-8),수(7-8),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
763,763,사범대학,서울,HISE349,0,전공필수,역사교육과,역사교과교육론,홍선이,3(3),화(7-8) 교육관 102호 목(7-8) 교육관 102호,화(7-8),목(7-8),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
764,764,사범대학,서울,HISE354,0,전공선택,역사교육과,서양사회경제사(영강),김승우,3(3),월(3-4) 사대신관 223호 수(3-4) 사대신관 223호,월(3-4),수(3-4),사범대학신관,사범대학신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
765,765,사범대학,서울,HISE401,0,전공필수,역사교육과,한국현대사,김헌주,3(3),화(3-4) 교육관 202호 목(3-4) 교육관 202호,화(3-4),목(3-4),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
766,766,글쓰기,서울,GEWR001,32,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",정수연,2(3),월(7-8) 교양관 305호 수(7-8) 교양관 305호,월(7-8),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
767,767,글쓰기,서울,GEWR001,33,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김영애,2(3),월(7-8) 교양관 309호 수(7-8) 교양관 309호,월(7-8),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
768,768,글쓰기,서울,GEWR001,34,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",강혜정,2(3),월(7-8) 교양관 306호 수(7-8) 교양관 306호,월(7-8),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
769,769,글쓰기,서울,GEWR001,35,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",한세정,2(3),화(1) 교양관 309호 목(1) 교양관 309호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
770,770,글쓰기,서울,GEWR001,36,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",류경동,2(3),화(1) 교양관 306호 목(1) 교양관 306호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
771,771,글쓰기,서울,GEWR001,37,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김희진,2(3),화(1) 교양관 305호 목(1) 교양관 305호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
772,772,글쓰기,서울,GEWR001,38,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",김희진,2(3),화(2) 교양관 305호 목(2) 교양관 305호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
773,773,글쓰기,서울,GEWR001,39,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",정경미,2(3),화(2) 교양관 309호 목(2) 교양관 309호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
774,774,글쓰기,서울,GEWR001,40,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",한세정,2(3),화(3-4) 교양관 306호 목(3-4) 교양관 306호,화(3-4),목(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
775,775,글쓰기,서울,GEWR001,41,교양,교양교육원,"글쓰기 2021학번 생명과학대, 이과대, 공과대(건사환제외), 간호대, 의과대, 보건과학대",류경동,2(3),화(3-4) 교양관 309호 목(3-4) 교양관 309호,화(3-4),목(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
776,776,ACADEMIC ENGLISH,서울,IFLS011,32,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Glenn P. Sundeen,1(2),화(3) 국제관 512A호 목(3) 국제관 512A호,화(3),목(3),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
777,777,ACADEMIC ENGLISH,서울,IFLS011,33,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Peter S. Sylvestre,1(2),화(4) 국제관 511B호 목(4) 국제관 511B호,화(4),목(4),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
778,778,ACADEMIC ENGLISH,서울,IFLS011,34,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Mark Robert Eade,1(2),화(5) 국제관 307A호 목(5) 국제관 307A호,화(5),목(5),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
779,779,ACADEMIC ENGLISH,서울,IFLS011,35,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/정경대학, 미디어학부, 국제학부(2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Mark Robert Eade,1(2),화(6) 국제관 307A호 목(6) 국제관 307A호,화(6),목(6),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
780,780,ACADEMIC ENGLISH,서울,IFLS011,36,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(1) 국제관 408B호 수(1) 국제관 408B호,월(1),수(1),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
781,781,ACADEMIC ENGLISH,서울,IFLS011,37,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(2) 국제관 408B호 수(2) 국제관 408B호,월(2),수(2),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
782,782,ACADEMIC ENGLISH,서울,IFLS011,38,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Alexander Vos,1(2),월(3) 국제관 511호 수(3) 국제관 511호,월(3),수(3),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
783,783,ACADEMIC ENGLISH,서울,IFLS011,39,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Thomas Walsh,1(2),월(4) 국제관 408B호 수(4) 국제관 408B호,월(4),수(4),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
784,784,ACADEMIC ENGLISH,서울,IFLS011,40,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Manuel Lara,1(2),월(5) 국제관 407A호 수(5) 국제관 407A호,월(5),수(5),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
785,785,ACADEMIC ENGLISH,서울,IFLS011,41,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (2021학번 신입생 우선 신청)
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능  ",Manuel Lara,1(2),월(6) 국제관 407A호 수(6) 국제관 407A호,월(6),수(6),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
786,786,1학년세미나,서울,GEKS005,AO,교양,교양교육원,1학년세미나Ⅰ,나현승,1(1),미정,미정,,미정,미정,미정,미정
787,787,1학년세미나,서울,GEKS005,AP,교양,교양교육원,1학년세미나Ⅰ,류강석,1(1),미정,미정,,미정,미정,미정,미정
788,788,1학년세미나,서울,GEKS005,AQ,교양,교양교육원,1학년세미나Ⅰ,문정빈,1(1),미정,미정,,미정,미정,미정,미정
789,789,1학년세미나,서울,GEKS005,AR,교양,교양교육원,1학년세미나Ⅰ,박경삼,1(1),미정,미정,,미정,미정,미정,미정
790,790,1학년세미나,서울,GEKS005,AS,교양,교양교육원,1학년세미나Ⅰ,박종원,1(1),미정,미정,,미정,미정,미정,미정
791,791,1학년세미나,서울,GEKS005,AT,교양,교양교육원,1학년세미나Ⅰ,박진관,1(1),미정,미정,,미정,미정,미정,미정
792,792,1학년세미나,서울,GEKS005,AU,교양,교양교육원,1학년세미나Ⅰ,박찬수,1(1),미정,미정,,미정,미정,미정,미정
793,793,1학년세미나,서울,GEKS005,AV,교양,교양교육원,1학년세미나Ⅰ,배길수,1(1),미정,미정,,미정,미정,미정,미정
794,794,1학년세미나,서울,GEKS005,AW,교양,교양교육원,1학년세미나Ⅰ,배종석,1(1),미정,미정,,미정,미정,미정,미정
795,795,1학년세미나,서울,GEKS005,AX,교양,교양교육원,1학년세미나Ⅰ,배진한,1(1),미정,미정,,미정,미정,미정,미정
796,796,정보대학,서울,COSE451,0,전공선택,컴퓨터학과,소프트웨어보안(영강),이희조,3(3),화(5) 정보통신관 B103호 목(5) 정보통신관 B103호,화(5),목(5),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
797,797,정보대학,서울,COSE455,0,전공선택,컴퓨터학과,스타트업프로젝트관리,이종구,3(3),목(5-6) 애기능생활관 302호,목(5-6),,애기능생활관,미정,서울 성북구 안암동5가 126-16,미정
798,798,정보대학,서울,COSE471,0,전공선택,컴퓨터학과,데이터과학(영강),김진규,3(3),월(1) 정보통신관 202호 수(1) 정보통신관 202호,월(1),수(1),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
799,799,정보대학,서울,COSE483,0,전공선택,컴퓨터학과,무선회로설계,이주섭,3(3),수(3-4) 과도관 310호 금(3-4) 과도관 310호,수(3-4),금(3-4),과학도서관,과학도서관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
800,800,정보대학,서울,COSE485,0,전공선택,컴퓨터학과,정보이론과추론학습,정원주,3(3),월(6) 정보통신관 205호 수(6) 정보통신관 205호,월(6),수(6),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
801,801,정보대학,서울,COSE489,0,전공선택,컴퓨터학과,캡스톤디자인 4학년 수강,정연돈 이숙윤,3(6),화(6) 정보통신관 B101호 토(1-4) ,화(6),토(1-4),우정정보관,미정,서울 성북구 안암동5가 126-16,미정
802,802,정보대학,서울,COSE490,1,전공선택,컴퓨터학과,전산학특강 컴퓨터학과 4학년만 수강 가능,정연돈,3(3),목(5-6) 정보통신관 202호,목(5-6),,우정정보관,미정,서울 성북구 안암동5가 126-16,미정
803,803,정보대학,서울,COSE490,2,전공선택,컴퓨터학과,전산학특강(영강),주창희,3(3),월(5) 정보통신관 B104호 수(5) 정보통신관 B104호,월(5),수(5),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
804,804,정보대학,서울,COSE490,3,전공선택,컴퓨터학과,전산학특강(영강),박성빈,3(3),화(7-8) 정보통신관 202호 목(7-8) 정보통신관 202호,화(7-8),목(7-8),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
805,805,정경대학,서울,ECON334,0,전공선택,경제학과,조세론(영강),이삼호,3(3),월(2) 교양관 109호 수(2) 교양관 109호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
806,806,정경대학,서울,ECON335,0,전공선택,경제학과,국제금융론,조성일,3(3),월(3-5) 교양관 104호,월(3-5),,교양관,미정,서울 성북구 안암동5가 1-2,미정
807,807,정경대학,서울,ECON336,0,전공선택,경제학과,국제무역론(영강),이홍식,3(3),월(6) 정경관 101호 수(6) 정경관 101호,월(6),수(6),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
808,808,정경대학,서울,ECON351,0,전공선택,경제학과,중국경제론,박이택,3(3),화(5) 정경관 501호 목(5) 정경관 501호,화(5),목(5),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
809,809,정경대학,서울,ECON359,0,전공선택,경제학과,경제변동성장론,이종화,3(3),월(6) 정경관 507호 수(6) 정경관 507호,월(6),수(6),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
810,810,정경대학,서울,ECON360,0,전공선택,경제학과,지역도시경제론,최은철,3(3),금(7-9) 정경관 205호,금(7-9),,정경관,미정,서울 성북구 안암동5가 1-2,미정
811,811,정경대학,서울,ECON366,0,전공선택,경제학과,법경제학(영강) 나영숙교수님 강의예정,나영숙,3(3),금(5-6) 교양관 102호,금(5-6),,교양관,미정,서울 성북구 안암동5가 1-2,미정
812,812,정경대학,서울,ECON371,0,전공선택,경제학과,비주류의경제학,이상헌,3(3),화(2) 교양관 109호 목(2) 교양관 109호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
813,813,정경대학,서울,ECON379,0,전공선택,경제학과,보건의료경제학(영강),고강혁,3(3),월(2) 교양관 102호 수(2) 교양관 102호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
814,814,정경대학,서울,ECON384,0,전공선택,경제학과,국제금융세미나(영강),강규호,3(3),금(1-2) 교양관 108호,금(1-2),,교양관,미정,서울 성북구 안암동5가 1-2,미정
815,815,의과대학,서울,MEDI329,0,전공필수,의학과,임상종합평가I,신정호,1(1),미정,미정,,미정,미정,미정,미정
816,816,의과대학,서울,MEDI333,0,전공필수,의학과,류마티스내과학임상실습,송관규 이영호지종대 최성재,2(4),미정,미정,,미정,미정,미정,미정
817,817,의과대학,서울,MEDI405,0,전공선택,의학과,정형외과학임상실습,박종웅 배지훈정웅교 강종우,2(4),미정,미정,,미정,미정,미정,미정
818,818,의과대학,서울,MEDI406,0,전공선택,의학과,흉부외과학임상실습,이은주 조원민이성호 김인섭,2(4),미정,미정,,미정,미정,미정,미정
819,819,의과대학,서울,MEDI407,0,전공선택,의학과,성형외과학임상실습,윤을식 동은상김덕우 정성호,2(4),미정,미정,,미정,미정,미정,미정
820,820,의과대학,서울,MEDI408,0,전공선택,의학과,신경외과학임상실습,임동준 하성곤문홍주 허준석,2(4),미정,미정,,미정,미정,미정,미정
821,821,의과대학,서울,MEDI409,0,전공선택,의학과,안과학임상실습,오재령 유정권엄영섭 하석규,2(4),미정,미정,,미정,미정,미정,미정
822,822,의과대학,서울,MEDI410,0,전공선택,의학과,이비인후과학임상실습,채성원 조재구나윤찬,2(4),미정,미정,,미정,미정,미정,미정
823,823,의과대학,서울,MEDI411,0,전공선택,의학과,비뇨기과학임상실습,박홍석 박재영강성구 김종욱,2(4),미정,미정,,미정,미정,미정,미정
824,824,의과대학,서울,MEDI412,0,전공선택,의학과,피부과학임상실습,안효현 유화정백유상,2(4),미정,미정,,미정,미정,미정,미정
825,825,의과대학,서울,MEDI414,0,전공선택,의학과,마취통증의학임상실습,김재환 최성욱임병건 최윤지,2(4),미정,미정,,미정,미정,미정,미정
826,826,생명과학대학,서울,LIST307,1,학부공통,생명과학대학,기능유전체학(영강),이철구,3(3),화(7-8) 생명과학관(서관)301호 목(7-8) 생명과학관(서관)301호,화(7-8),목(7-8),생명과학관서관,생명과학관서관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
827,827,생명과학대학,서울,LIST307,2,학부공통,생명과학대학,기능유전체학(영강) (수업시간:17:00~18:15),지성욱,3(3),화(7-8) 하나과학관 109호 목(7-8) 하나과학관 109호,화(7-8),목(7-8),하나과학관,하나과학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
828,828,생명과학대학,서울,LIST401,1,학부공통,생명과학대학,암생물학,김형기,3(3),화(5) 생명과학관(서관) 335호 목(5) 생명과학관(서관) 335호,화(5),목(5),생명과학관서관,생명과학관서관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
829,829,생명과학대학,서울,LIST401,2,학부공통,생명과학대학,암생물학(영강),고제상 지성길,3(3),월(6) 하나과학관 109호 수(6) 하나과학관 109호,월(6),수(6),하나과학관,하나과학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
830,830,생명과학대학,서울,LIBT461,0,전공선택,생명공학부,독성생화학,박성효,3(3),화(8-10) 생명과학관(서관) 201호,미정,,생명과학관서관,미정,서울 성북구 안암동5가 126-16,미정
831,831,생명과학대학,서울,LIBT475,0,전공선택,생명공학부,산업미생물학,한성옥,3(3),화(3-4) 생명과학관(서관) 201호 목(3-4) 생명과학관(서관) 201호,화(3-4),목(3-4),생명과학관서관,생명과학관서관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
832,832,생명과학대학,서울,LIBT485,0,전공선택,생명공학부,임목생명공학,홍용표,3(3),금(3-5) 생명과학관(서관) 121호,금(3-5),,생명과학관서관,미정,서울 성북구 안암동5가 126-16,미정
833,833,선택교양,서울,ENGL126,2,교양,영어영문학과,실용영어읽기와쓰기(영강),김선희,3(3),월(5) 교육관 501호 수(5) 교육관 501호,월(5),수(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
834,834,선택교양,서울,ENGL126,3,교양,영어영문학과,실용영어읽기와쓰기(영강),유영현,3(3),화(7-8) 교양관 414호 목(7-8) 교양관 414호,화(7-8),목(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
835,835,선택교양,서울,ENGL126,4,교양,영어영문학과,실용영어읽기와쓰기(영강),이진형,3(3),월(1) 교양관 111호 수(1) 교양관 111호,월(1),수(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
836,836,선택교양,서울,ENGL126,5,교양,영어영문학과,실용영어읽기와쓰기(영강),김선희,3(3),월(7-8) 서관 224A호 수(7-8) 서관 224A호,월(7-8),수(7-8),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
